Dia;Sessao;Turno;Horario_Inicio;Bloco;Sala;Ordem;Evento;Código do Resumo;Título;Submissor;Área;Modalidade
Sexta-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT01;4;24ª - EAF;202626054;Prospecção Química de Espécies de Ora-pro-nóbis (pereskia Aculeata Mill. e Pereskia Grandifolia Haw.);MARIA CAROLINA ANHOLETI DA SILVA VIRGINIO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT06;1;24ª - EAF;202624258;Redes de Apoio Às Famílias de Pessoas Lgbt: Mapeamento e Articulação Institucional;MARIA VIRGINIA FILOMENA CREMASCO;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT01;1;24ª - EAF;202625788;Síntese, Avaliação Fotofísica e Potencial Fotodinâmico de Chalconas Sintéticas para Aplicação na Terapia Fotodinâmica;GUILHERME DOS ANJOS CAMARGO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT06;2;24ª - EAF;202625988;Uso de Inteligência Artificial Generativa por Estudantes e Profissionais da Saúde: Resultados Parciais de Um Estudo Transversal;ANABELLE RETONDARIO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT06;3;24ª - EAF;202625708;Vivências Técnico-científicas no Grupo de Pesquisa em Doenças Metabólicas: Experiência Formativa no Programa de Voluntariado Acadêmico;MARCEL HENRIQUE MARCONDES SARI;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT06;4;24ª - ENEC;202625160;Descobrindo o Corpo e Promovendo Saúde Bucal - 3a Edição;ELAINE MACHADO BENELLI;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT01;2;24ª - ENEC;202623074;Inovação no Biobanco de Dentes Humanos da Ufpr: da Rastáreabilidade Digital À Criação de Material Didático;YASMINE MENDES PUPO;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT01;3;24ª - ENEC;202625429;Lafeto - Liga Acadêmica de Fisioterapia Esportiva e Traumato-ortopédica da Ufpr;TALITA GIANELLO GNOATO ZOTZ;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT01;4;24ª - ENEC;202626231;Medicina Veterinária do Coletivo;RITA DE CASSIA MARIA GARCIA;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-07;1;24ª - ENEC;202626136;Medicina Veterinária do Coletivo;RITA DE CASSIA MARIA GARCIA;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-07;2;24ª - ENEC;202623604;Produção de Modelos Didáticos e Simuladores por Tecnologias de Impressão 3d;MARIA FERNANDA PIOLI TORRES;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-07;3;24ª - ENEC;202623016;Programa Cirurgilhas, Cirurgias Ambulatoriais Acessíveis a População do Litoral Paranaense.;SILVANIA KLUG PIMENTEL;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-07;4;24ª - ENEC;202625658;Programa Qi - Articulação Entre Ensino, Pesquisa, Extensão e Assistência Fisioterapêutica À Comunidade;RACIELE IVANDRA GUARDA KORELO;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-08;1;24ª - ENEC;202624130;Saúde em Ação: Promoção de Saúde e Prevenção de Doenças Crônicas e Agudas em Populações Adultas;MARILENE LOEWEN WALL;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-08;2;24ª - ENEC;202623469;Tecendo Saúde e Bem-estar: Compromisso da Ufpr na Educação, Inovação, Equidade, Popularização da Ciência e Transformação Social;KARINA SILVEIRA DE ALMEIDA HAMMERSCHMIDT;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-08;3;24ª - ENEC;202625919;Trissomia 21;BEATRIZ ELIZABETH BAGATIN VELEDA BERMUDEZ;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-03;1;24ª - ENEC;202626218;#educasus;GIOVANA DANIELA PECHARKI VIANNA;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-08;4;24ª - ENEC;202625932;A Clínica e a Pesquisa Psicanalítica no Campo da Saúde do Trabalhador: Atendimento a Trabalhadores;ELAINE CRISTINA SCHMITT RAGNINI;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-03;2;24ª - ENEC;202625091;A Educação Como Ferramenta na Prevenção do Câncer;DANIELA FIORI GRADIA;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-03;3;24ª - ENEC;202626022;A Nossa Comida: Cultura, Biodiversidade e Saúde.;GIANE BIENTINEZ SPRADA;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-03;4;24ª - ENEC;202626072;Acompanhamento Farmacoterapêutico de Servidores da Universidade Federal do Paraná;INAJARA ROTTA;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:00;Ciências Exatas;PA-09;1;24ª - ENEC;202623198;Adote Ufpr (1);ALEXANDER WELKER BIONDO;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:20;Ciências Exatas;PA-09;2;24ª - ENEC;202625636;Apoio À Liga Acadêmica de Saúde Coletiva;SOLENA ZIEMER KUSMA FIDALSKI;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;14:40;Ciências Exatas;PA-09;3;24ª - ENEC;202624001;Aprender para Melhor Envelhecer: o Conhecimento a Um Clique de Suas Mãos!;TATIANE PRETTE KUZNIER;Saúde;Comunicação Oral
Quinta-feira;Sessão 3;Tarde;15:00;Ciências Exatas;PA-09;4;24ª - ENEC;202625373;Arte, Humanidades e Saúde: Um Diálogo Criativo para Educação em Saúde;VALDERILIO FEIJO AZEVEDO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-04;1;24ª - ENEC;202625601;Atendimentos na Rede Feminina de Combate Ao Câncer: Um Olhar Humanizado no Projeto Bem Viver na Oncologia;RACIELE IVANDRA GUARDA KORELO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-04;2;24ª - ENEC;202625527;Ativamente;ANGELICA MIKI STEIN;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT05;1;24ª - ENEC;202625170;Autocuidado e Qualidade de Vida 2a Ed;ELAINE MACHADO BENELLI;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-04;3;24ª - ENEC;202625314;Autonomia em Foco Atenção Às Pessoas com Deficiência Visual e Múltipla: Interfaces com a Terapia Ocupacional, a Família e a Interprofissionalidade.;GABRIELA CORDEIRO CORREA DO NASCIMENTO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-04;4;24ª - ENEC;202625416;Ações Educativas na Prevenção de Agravos À Saúde: Integrando a Academia À Comunidade. (1);LUCIANA DE ALCANTARA NOGUEIRA;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT05;2;24ª - ENEC;202625809;Ações de Segurança Alimentar e Nutricional no Município de Piraquara/pr: Construção Participativa e Integração de Saberes;REGINA MARIA FERREIRA LANG;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT05;3;24ª - ENEC;202626283;Bionut- Diabetes, Dislipidemias, Avaliação Nutricional e de Hábitos de Vida em Caráter Educativo nas Escolas Estaduais;RAILSON HENNEBERG;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT05;4;24ª - ENEC;202624164;Brigada de Saúde: Formação de Multiplicadores nas Comunidades Caiçaras do Paraná;MARILENE LOEWEN WALL;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-05;1;24ª - ENEC;202625713;Caminhando com a Gestão: Olhares para a Alimentação Escolar no Âmbito do Direito Humano À Alimentação Adequada - 2ª Edição;CAROLINE OPOLSKI MEDEIROS;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-05;2;24ª - ENEC;202623249;Captação, Limpeza e Armazenamento de Dentes Humanos - 2º Ciclo;IVANA FROEDE NEIVA;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-05;3;24ª - ENEC;202626170;Centro de Estudos, Pesquisa e Extensão em Saúde Integral - Cepesi - 2026;MARILIA PINTO FERREIRA MURATA;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-05;4;24ª - ENEC;202625561;Ciclos de Cuidado: Oficinas e Rodas de Conversa Sobre Saúde Materna, Sexual e Mental;JESSICA BATISTELA VICENTE;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-07;1;24ª - ENEC;202625815;Cientista na Cozinha: Ciência para Ver, Ouvir e Saboárear.;CHRISTIANE DE QUEIROZ PEREIRA PINTO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-07;2;24ª - ENEC;202623093;Clube da Dermatite - Segunda Edição;VANIA OLIVEIRA DE CARVALHO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-07;3;24ª - ENEC;202626079;Coletivo Negrex Cwb: Democratização do Acesso Ao Ensino Superior e Educação Sobre Ações Afirmativas;ANDRE IVAN BRADLEY DOS SANTOS DIAS;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT03;1;24ª - ENEC;202625142;Coleção Descobrindo o Corpo;ELAINE MACHADO BENELLI;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-07;4;24ª - ENEC;202625510;Consulta do Enfermeiro para Gestante no Terceiro Trimestre;TATIANE HERREIRA TRIGUEIRO STELLA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT03;2;24ª - ENEC;202625450;Conviver 60+: Formação Médica e Práticas Interprofissionais para o Envelhecimento Ativo e Saudável;SOLENA ZIEMER KUSMA FIDALSKI;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT03;3;24ª - ENEC;202625047;Crescendo Saudável, Envelhecendo com Qualidade;ANA CAROLINA BRANDT DE MACEDO;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT03;4;24ª - ENEC;202623261;Dente Presente: Um Olhar para a Ciência - 2º Ciclo;ANDRESA CARLA OBICI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências da Terra;CT06;1;24ª - ENEC;202625691;Desenvolvimento de Um Protocolo de Avaliação Fisioterapêutica em Disfunções Temporomandibulares, Dor Orofacial e Cefaleia;RACIELE IVANDRA GUARDA KORELO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências da Terra;CT06;2;24ª - ENEC;202625468;Design Gráfico e de Experiência para Unidade da Criança e do Adolescente - Uca;CAROLINA CALOMENO MACHADO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências da Terra;CT06;3;24ª - ENEC;202626275;Diagnóstico Histopatológico de Lesões Orais e Maxilofaciais (dihlom);HELITON GUSTAVO DE LIMA;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências da Terra;CT06;4;24ª - ENEC;202624299;Divulgação de Conhecimento Científico Sobre Saúde por Meio de Geração de Conteúdo por Áudio (podcast);JAQUELINE CARNEIRO;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-08;1;24ª - ENEC;202625759;Donas e Donos de Si;LARISSA REIFUR;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-08;2;24ª - ENEC;202623281;E-sadigi Dc - Divulgação Científica do Conhecimento Ético e Científico Sobre Soluções em Saúde Digital.;LUCIANA SCHLEDER GONCALVES;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-08;3;24ª - ENEC;202624184;Educação em Saúde na Fisioterapia Neurofuncional no Adulto e Idoso: Orientações e Produção de Materiais Educativos para Pacientes e Cuidadores;SIBELE YOKO MATTOZO TAKEDA;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-08;4;24ª - ENEC;202626175;Educação em Saúde para Pessoas Idosas: Experiências do Projeto de Extensão “profissão Farmacêutica na Prática”;IZABELLA CASTILHOS RIBEIRO DOS SANTOS WEISS;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-03;1;24ª - ENEC;202626162;Empreendedorismo Farmacêutico: : a Empresa Júnior Como Ferramenta de Formação Profissional e Desenvolvimento Empreendedor — a Experiência da Polimerase Jr.;IZABELLA CASTILHOS RIBEIRO DOS SANTOS WEISS;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-03;2;24ª - ENEC;202625535;Envelhesendo: Ressignificando as Práticas Corporais e Atividades Físicas Voltadas Aos Idosos (2025-2030);ROSECLER VENDRUSCOLO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-03;3;24ª - ENEC;202625537;Eu Me Cuido! Saúde na Adolescência;SOLENA ZIEMER KUSMA FIDALSKI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-03;4;24ª - ENEC;202623876;Extensão na Rua: Atenção À População em Situação de Rua por Meio do Alimento;ANABELLE RETONDARIO;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT05;1;24ª - ENEC;202625673;Extensão, Gestão e Marketing Digital: Estratégias para o Fortalecimento de Uma Liga Acadêmica de Fisioterapia Dermatofuncional;RACIELE IVANDRA GUARDA KORELO;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT05;2;24ª - ENEC;202625646;Farmaeduca: Doses de Conhecimento- 2a Edição;SANDRA MARA WORANOVICZ BARREIRA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT05;3;24ª - ENEC;202626141;Farmácia Veterinária Solidária;RITA DE CASSIA MARIA GARCIA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT05;4;24ª - ENEC;202625856;Farmácia nas Redes Sociais;MAUREN ISFER ANGHEBEM;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:10;Ciências Exatas;PA-09;1;24ª - ENEC;202625557;Fisioterapet 2026;SORAIA FIGUEIREDO DE SOUZA PELIZZARI;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:30;Ciências Exatas;PA-09;2;24ª - ENEC;202626380;Formação de Agentes de Promoção da Saúde, Ciência, Cultura e Cidadania nas Escolas e Planejamento Participativo em Saúde/educação;RAFAEL GOMES DITTERICH;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;16:50;Ciências Exatas;PA-09;3;24ª - ENEC;202623438;Fortalecimento do Cuidado de Enfermagem Gerontogeriátrico: Saúde 60+;KARINA SILVEIRA DE ALMEIDA HAMMERSCHMIDT;Saúde;Comunicação Oral
Quinta-feira;Sessão 4;Tarde;17:10;Ciências Exatas;PA-09;4;24ª - ENEC;202625238;Fotobiomodulação;MELISSA RODRIGUES DE ARAUJO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-04;1;24ª - ENEC;202625753;Futebol na Ufpr: Prática Esportiva e Integração Comunitária;ANDRE FELIPE CAREGNATO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-04;2;24ª - ENEC;202625421;Grupo de Pesquisa, Ensino e Extensão em Cunicultura - Gpeecuni;RAFAEL HENRIQUE PRADO SILVA;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-04;3;24ª - ENEC;202625678;Hematoescola: Pequenas Gotinhas, Grandes Aprendizados – Práticas Laboratoriais e Educativas em Escolas Municipais;JULIANA SPEZIA GONZALES SILVA;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-04;4;24ª - ENEC;202626406;Humanização em Cirurgia Pediátrica - Medinfância;MARCELO MARCONDES STEGANI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-05;1;24ª - ENEC;202626390;Investigação Molecular em Anatomia Patológica;LILIAN PEREIRA FERRARI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-05;2;24ª - ENEC;202625714;Laboratório Acadêmico em Alimentação e Nutrição Escolar - Labane;CAROLINE OPOLSKI MEDEIROS;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-05;3;24ª - ENEC;202623700;Laboratório Social de Promocao e Vigilancia em Saúde no Ambito do Ensino Superior;MIRIAM APARECIDA NIMTZ;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-05;4;24ª - ENEC;202623278;Laboratório de Popularização das Ciências da Saúde 2025-2026;LUCIANA SCHLEDER GONCALVES;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-07;1;24ª - ENEC;202625402;Laboratório de Práticas em Alimentação Coletiva e Segurança dos Alimentos;LIZE STANGARLIN FIORI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-07;2;24ª - ENEC;202625276;Liga Acadêmica de Dentística da Ufpr (laden-ufpr);GISELE MARIA CORRER NOLASCO;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-07;3;24ª - ENEC;202625451;Liga Acadêmica de Ginecologia e Obstetrícia e a Saúde da Mulher - Fase 4;JAN PAWEL ANDRADE PACHNICKI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-07;4;24ª - ENEC;202625045;Liga Acadêmica de Harmonização Orofacial da Ufpr (lahof-ufpr);MICHELLE SANTOS VIANNA LARA;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-08;1;24ª - ENEC;202625807;Liga Acadêmica de Neonatologia Canguru (languru);MARCIA HELENA DE SOUZA FREIRE;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-08;2;24ª - ENEC;202626399;Liga Acadêmica de Neurociências da Ufpr - Neuroliga;RENATA DAL PRA DUCCI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-08;3;24ª - ENEC;202625627;Liga Acadêmica de Neuropsicologia (lanp-ufpr): 2024-2026;AMER CAVALHEIRO HAMDAN;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-08;4;24ª - ENEC;202626127;Liga Acadêmica de Nutrição Clínica - Lanc/ Ufpr;CIBELE PEREIRA KOPRUSZYNSKI;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:00;Ciências Exatas;PA-09;1;24ª - ENEC;202626102;Liga Acadêmica de Nutrição Esportiva - Lane;RENATA LABRONICI BERTIN;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:20;Ciências Exatas;PA-09;2;24ª - ENEC;202626362;Liga Acadêmica de Ortodontia da Ufpr (lac-orto Ufpr);RICARDO CESAR MORESCA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências da Terra;CT06;1;24ª - ENEC;202625915;Liga Acadêmica de Pediatria Interdisciplinar (lapedi);MARCIA HELENA DE SOUZA FREIRE;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;19:40;Ciências Exatas;PA-09;3;24ª - ENEC;202623087;"Liga Acadêmica de Periodontia ""professora Marilia Compagnoni Martins"" - Lap Ufpr";JOAO PAULO STEFFENS;Saúde;Comunicação Oral
Quinta-feira;Sessão 5;Noite;20:00;Ciências Exatas;PA-09;4;24ª - ENEC;202625640;Liga Acadêmica de Prótese e Reabilitação Oral da Ufpr (lapro-ufpr);THALITA DE PARIS MATOS BRONHOLO;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências da Terra;CT06;2;24ª - ENEC;202625020;Liga Acadêmica de Saúde Baseada em Evidências;FERNANDA TOMIOTTO PELLISSIER;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências da Terra;CT06;3;24ª - ENEC;202625798;Liga Acadêmica de Saúde Lgbtqia+ (lias+);MARCOS CLAUDIO SIGNORELLI;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências da Terra;CT06;4;24ª - ENEC;202626051;Liga Acadêmica de Segurança Alimentar e Nutricional da Universidade Federal do Paraná - Lasan/ufpr;REGINA MARIA FERREIRA LANG;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências Exatas;PA-03;1;24ª - ENEC;202625677;Liga Acadêmica do Brazilian Home Enteral Nutrition (liga do Bhen) – 2ª Edição;RUBIA DANIELA THIEME;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências Exatas;PA-03;2;24ª - ENEC;202625937;Liga Acadêmica em Análises Clínicas da Ufpr _laac;ALINE BORSATO HAUSER;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências Exatas;PA-03;3;24ª - ENEC;202625685;Liga Acadêmica em Fisioterapia Hospitalar;ARLETE ANA MOTTER;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências Exatas;PA-03;4;24ª - ENEC;202626318;Medicamento com Conhecimento: Doses de Informação para Um Uso Seguro;CAMILA KLOCKER COSTA;Saúde;Comunicação Oral
Sexta-feira;Sessão 2;Manhã;10:30;Ciências da Terra;CT03;1;24ª - ENEC;202626145;Medicina de Abrigos;RITA DE CASSIA MARIA GARCIA;Saúde;Comunicação Oral
Sexta-feira;Sessão 2;Manhã;10:50;Ciências da Terra;CT03;2;24ª - ENEC;202625973;Move - Movimentos Migratórios e Psicologia;ELAINE CRISTINA SCHMITT RAGNINI;Saúde;Comunicação Oral
Sexta-feira;Sessão 2;Manhã;11:10;Ciências da Terra;CT03;3;24ª - ENEC;202625971;Neuropsicologia e Doenças Cronicas: Qualidade de Vida e Inclusão;ANA PAULA ALMEIDA DE PEREIRA;Saúde;Comunicação Oral
Sexta-feira;Sessão 2;Manhã;11:30;Ciências da Terra;CT03;4;24ª - ENEC;202625013;Núcleo de Apoio Técnico Judiciário - Saúde Baseada em Evidências na Indicação de Medicamentos;FERNANDA TOMIOTTO PELLISSIER;Saúde;Comunicação Oral
Sexta-feira;Sessão 3;Tarde;14:00;Ciências da Terra;CT02;1;24ª - ENEC;202626185;Observatório do Uso de Agrotóxicos e Consequências para a Saúde Humana e Ambiental no Paraná (fase 3);MARILIA PINTO FERREIRA MURATA;Saúde;Comunicação Oral
Sexta-feira;Sessão 3;Tarde;14:20;Ciências da Terra;CT02;2;24ª - ENEC;202626379;Odontopop - Atenção À Saúde Bucal À Populações Vulnerabilizadas: População em Situação de Rua, População Privada de Liberdade e Adolescentes em Conflito com a Lei;RAFAEL GOMES DITTERICH;Saúde;Comunicação Oral
Sexta-feira;Sessão 3;Tarde;14:40;Ciências da Terra;CT02;3;24ª - ENEC;202625489;Patas Seguras: Engenharia Aplicada na Segurança do Agility;KARIN GRAF;Saúde;Comunicação Oral
Sexta-feira;Sessão 3;Tarde;15:00;Ciências da Terra;CT02;4;24ª - ENEC;202626062;Peixe Vivo: Acolhimento a Crianças Enlutadas;JOANNELIESE DE LUCAS FREITAS;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências Exatas;PA-04;1;24ª - ENEC;202625943;Plantando Conhecimento - 3° Ano;THALITA GILDA SANTOS;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências Exatas;PA-04;2;24ª - ENEC;202622842;Por Que Ainda o Hospital Psiquiátrico? Contribuições Históricas para Uma Compreensão Situada;ADRIANO FURTADO HOLANDA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências Exatas;PA-04;3;24ª - ENEC;202625895;Prevenção e Promoção da Saúde em Comunidades;NEWTON SERGIO DE CARVALHO;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:10;Ciências da Terra;CT02;1;24ª - ENEC;202623077;Projeto Boca Aberta Ii;ANTONIO ADILSON SOARES DE LIMA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências Exatas;PA-04;4;24ª - ENEC;202626421;Projeto Encantol: Humanização Hospitalar Através do Encanto e do Lúdico;CAROLINA TALINI;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:30;Ciências da Terra;CT02;2;24ª - ENEC;202625595;Projeto Fisioteen Dermatofuncional Disponibiliza Atendimento Fisioterapêutico À Adolescentes com Acne e Estrias;RACIELE IVANDRA GUARDA KORELO;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;16:50;Ciências da Terra;CT02;3;24ª - ENEC;202626216;Projeto Medepigen: Desenho de Estratégias de Medicina Preventiva para o Perfil Genético-epidemiológico da Síndrome Metabólica;ANGELICA BEATE WINTER BOLDT;Saúde;Comunicação Oral
Sexta-feira;Sessão 4;Tarde;17:10;Ciências da Terra;CT02;4;24ª - ENEC;202625941;Projeto Rita: Reabilitação, Inclusão e Tecnologia Assistiva;PALOMA HOHMANN POIER;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:20;Ciências Exatas;PA-05;1;24ª - ENEC;202626428;Projeto de Treinamento em Esportes - Esporte e Ação - 23/26;LUIZ SAVIO MONTEIRO DE ALMEIDA;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;08:40;Ciências Exatas;PA-05;2;24ª - ENEC;202624182;Promoção e Prevenção de Doenças Crônicas e Agudas nas Populações das Ilhas do Litoral Paranaense;MARILENE LOEWEN WALL;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:00;Ciências Exatas;PA-05;3;24ª - ENEC;202626035;Promoção e Vigilância em Saúde À Pessoa Vivendo com Hiv/aids e À Pessoa em Áreabilitação Psicossocial;KARIANE GOMES CEZARIO ROSCOCHE;Saúde;Comunicação Oral
Sexta-feira;Sessão 1;Manhã;09:20;Ciências Exatas;PA-05;4;24ª - ENEC;202625970;Psiplural: Cuidado em Saúde Mental para População Lgbtqiapn+;MILENE SANTIAGO NASCIMENTO;Saúde;Comunicação Oral
